29.75; Wed, 20 Apr 2016 10:32:28 
29.812; Wed, 20 Apr 2016 10:32:31 
29.875; Wed, 20 Apr 2016 10:32:33 
29.875; Wed, 20 Apr 2016 10:32:36 
29.937; Wed, 20 Apr 2016 10:32:39 
30.0; Wed, 20 Apr 2016 10:32:42 
30.062; Wed, 20 Apr 2016 10:32:45 
30.187; Wed, 20 Apr 2016 10:32:48 
30.25; Wed, 20 Apr 2016 10:32:50 
30.375; Wed, 20 Apr 2016 10:32:53 
30.437; Wed, 20 Apr 2016 10:32:56 
30.375; Wed, 20 Apr 2016 10:32:59 
30.375; Wed, 20 Apr 2016 10:33:02 
30.312; Wed, 20 Apr 2016 10:33:05 
30.187; Wed, 20 Apr 2016 10:33:07 
30.25; Wed, 20 Apr 2016 10:33:10 
30.25; Wed, 20 Apr 2016 10:33:13 
30.312; Wed, 20 Apr 2016 10:33:16 
30.312; Wed, 20 Apr 2016 10:33:19 
30.312; Wed, 20 Apr 2016 10:33:21 
30.375; Wed, 20 Apr 2016 10:33:24 
30.437; Wed, 20 Apr 2016 10:33:27 
30.437; Wed, 20 Apr 2016 10:33:30 
30.5; Wed, 20 Apr 2016 10:33:33 
30.562; Wed, 20 Apr 2016 10:33:36 
30.562; Wed, 20 Apr 2016 10:33:38 
30.5; Wed, 20 Apr 2016 10:33:41 
30.5; Wed, 20 Apr 2016 10:33:44 
30.562; Wed, 20 Apr 2016 10:33:47 
30.562; Wed, 20 Apr 2016 10:33:50 
30.437; Wed, 20 Apr 2016 10:33:53 
30.375; Wed, 20 Apr 2016 10:33:55 
30.375; Wed, 20 Apr 2016 10:33:58 
30.312; Wed, 20 Apr 2016 10:34:01 
30.312; Wed, 20 Apr 2016 10:34:04 
30.312; Wed, 20 Apr 2016 10:34:07 
30.375; Wed, 20 Apr 2016 10:34:10 
30.437; Wed, 20 Apr 2016 10:34:12 
30.5; Wed, 20 Apr 2016 10:34:15 
30.562; Wed, 20 Apr 2016 10:34:18 
30.625; Wed, 20 Apr 2016 10:34:21 
30.562; Wed, 20 Apr 2016 10:34:24 
30.625; Wed, 20 Apr 2016 10:34:27 
