-0.709444299434; Mon, 07 Mar 2016 23:52:39
0.419227182338; Mon, 07 Mar 2016 23:52:40
0.852897535997; Mon, 07 Mar 2016 23:52:41
0.531591569179; Mon, 07 Mar 2016 23:52:42
0.46676907419; Mon, 07 Mar 2016 23:52:43
0.0830414300643; Mon, 07 Mar 2016 23:52:44
-0.350185988803; Mon, 07 Mar 2016 23:52:45
-0.681666571953; Mon, 07 Mar 2016 23:52:46
0.0452458012758; Mon, 07 Mar 2016 23:52:47
-0.197110591178; Mon, 07 Mar 2016 23:52:48
-0.504140359965; Mon, 07 Mar 2016 23:52:49
-0.464237240306; Mon, 07 Mar 2016 23:52:50
0.870236548496; Mon, 07 Mar 2016 23:52:51
1.56217612567; Mon, 07 Mar 2016 23:52:52
0.942437151699; Mon, 07 Mar 2016 23:52:53
1.01437991961; Mon, 07 Mar 2016 23:52:54
-0.172755560909; Mon, 07 Mar 2016 23:52:55
0.580870999975; Mon, 07 Mar 2016 23:52:56
0.942533610854; Mon, 07 Mar 2016 23:52:57
-0.191521220754; Mon, 07 Mar 2016 23:52:58
-0.986224030092; Mon, 07 Mar 2016 23:52:59
-1.51175411608; Mon, 07 Mar 2016 23:53:00
0.060325131816; Mon, 07 Mar 2016 23:53:01
-0.467782420969; Mon, 07 Mar 2016 23:53:02
-0.180333449428; Mon, 07 Mar 2016 23:53:03
-0.162784883592; Mon, 07 Mar 2016 23:53:04
-0.540883463292; Mon, 07 Mar 2016 23:53:05
0.641726629026; Mon, 07 Mar 2016 23:53:06
1.70985005174; Mon, 07 Mar 2016 23:53:07
0.314505738801; Mon, 07 Mar 2016 23:53:08
0.673344407903; Mon, 07 Mar 2016 23:53:09
0.172118029437; Mon, 07 Mar 2016 23:53:10
0.395637098233; Mon, 07 Mar 2016 23:53:11
-0.100251704711; Mon, 07 Mar 2016 23:53:12
-0.155064822228; Mon, 07 Mar 2016 23:53:13
-0.82567273166; Mon, 07 Mar 2016 23:53:14
-0.347875986553; Mon, 07 Mar 2016 23:53:15
-0.403627417189; Mon, 07 Mar 2016 23:53:16
-1.26203087015; Mon, 07 Mar 2016 23:53:17
-1.36671376596; Mon, 07 Mar 2016 23:53:18
-1.85963716953; Mon, 07 Mar 2016 23:53:19
-1.26437674974; Mon, 07 Mar 2016 23:53:20
-0.950494295012; Mon, 07 Mar 2016 23:53:21
-2.83518261957; Mon, 07 Mar 2016 23:53:22
-3.77355850058; Mon, 07 Mar 2016 23:53:23
-4.63163812108; Mon, 07 Mar 2016 23:53:24
-4.38189894542; Mon, 07 Mar 2016 23:53:25
-2.97248543054; Mon, 07 Mar 2016 23:53:26
-3.7287311643; Mon, 07 Mar 2016 23:53:27
-3.39867850196; Mon, 07 Mar 2016 23:53:28
-3.56485086631; Mon, 07 Mar 2016 23:53:29
-3.5789552245; Mon, 07 Mar 2016 23:53:30
-3.64841885078; Mon, 07 Mar 2016 23:53:31
-3.38145968533; Mon, 07 Mar 2016 23:53:32
-2.43572412446; Mon, 07 Mar 2016 23:53:33
-3.24693483421; Mon, 07 Mar 2016 23:53:34
-3.46645493265; Mon, 07 Mar 2016 23:53:35
-4.30216359789; Mon, 07 Mar 2016 23:53:36
-3.86937839605; Mon, 07 Mar 2016 23:53:37
-4.56889167561; Mon, 07 Mar 2016 23:53:38
-3.44034037113; Mon, 07 Mar 2016 23:53:39
-3.79658722422; Mon, 07 Mar 2016 23:53:40
-2.82819115799; Mon, 07 Mar 2016 23:53:41
-3.04978769237; Mon, 07 Mar 2016 23:53:42
-1.8954657224; Mon, 07 Mar 2016 23:53:43
-2.01974191823; Mon, 07 Mar 2016 23:53:44
-2.48344118888; Mon, 07 Mar 2016 23:53:45
-4.05961303032; Mon, 07 Mar 2016 23:53:46
-3.89221262265; Mon, 07 Mar 2016 23:53:47
-4.30714960834; Mon, 07 Mar 2016 23:53:48
-3.93566873624; Mon, 07 Mar 2016 23:53:49
-3.92479668634; Mon, 07 Mar 2016 23:53:50
-3.29278393609; Mon, 07 Mar 2016 23:53:51
